Bill of Lading Number,Arrival Date,Matching Fields,Consignee,Consignee D-U-N-S®,Consignee Global HQ D-U-N-S®,Consignee Domestic HQ D-U-N-S®,Shipper,Shipper D-U-N-S®,Shipper Global HQ D-U-N-S®,Shipper Domestic HQ D-U-N-S®,Carrier,Notify Party,Port of Unlading,Port of Lading,Vessel,Vessel Voyage ID,Vessel IMO,Quantity,Measurement,Weight (kg),Weight (t),Weight (Original Format),Value of Goods (USD),Manifest Number,Industry - GICS,Industry - GICS Description,HS Code,Goods Shipped,_source_file,_source_dir,Group,Category,Cargo,Cargo Detail,Shipper Unified,Consignee Unified,Notify Unified,Report 1,Report 2,Report 3,Report 4,Report 5,Report 6,Filter,Count,H_Shipper_Unified,H_Shipper_Ultimate_Parent,H_Shipper_SIC_Codes,H_Shipper_Match_Method,H_Shipper_Match_Confidence,H_Shipper_Dict_Key,H_Consignee_Unified,H_Consignee_Ultimate_Parent,H_Consignee_Primary_Region,H_Consignee_Match_Method,H_Consignee_Match_Confidence,H_Consignee_Dict_Key,H_Carrier_Unified,H_Carrier_Type,H_Carrier_Match_Method,H_Carrier_Match_Confidence,H_HS2,H_HS4,H_HS6,H_HS_Parsed,H_HS_Match_Method,H_HS_Match_Confidence,H_Cargo_Group,H_Cargo_Category,H_Cargo_Type,H_Cargo_Detail,H_Cargo_Match_Method_wsd,H_Cargo_Match_Confidence,H_Port_Unlading_Unified,H_Port_Unlading_Region,H_Agency_Market,H_Port_Lading_Unified,H_Port_Lading_Country,H_Country_Code,H_Country_ISO,H_Subregion,H_World_Region,H_Trade_Region,H_Trade_Lane,H_Is_Bulk,H_Weight_Tier,H_Shipper_Dict_Version,H_Shipper_Match_Timestamp,H_Consignee_Dict_Version,H_Consignee_Match_Timestamp,Year,H_Cargo_Match_Method,H_Port_Lading_Region
PBIHKIRV0301,2024-08-18,,Glacier Northwest Inc.,,,,Taiheiyo Cement Corporation,,,,PBIH - Pacific Basin Handysize Ltd,"GLACIER NORTHWEST, INC.
5975 EAST MARGINAL WAY, SOUTH SEATTLE, WA 98134 U.S.A., TEL: 1-626-852-6203","Port of Portland, Portland, Oregon","All Other South Korea Ports, South Korea",KITAKAMI RIVER,3,,1 BLK, ,30800.0,30.8,30800 KG,,1.0,15102010,Construction Materials,Classified: 2523.21,ORDINARY PORTLAND CEMENT IN BULK TO CONFORM W ITH ASTM C150-09 TYPE I/II LOW ALKALI,Panjiva-US_Imports-all-results_1_to_3906_of_3906-2025-10-21-15-39_processed.csv,others,,,,,,,,,,,,,,,,TAIHEIYO CEMENT,Taiheiyo Cement Corporation,"3241, 3295, 3299, 3621, 4953, 6531",exact,1.0,UPSPCIQ_874419,TAIHEIYO CEMENT,Taiheiyo Cement Corporation,Pacific Region,exact,1.0,UPSPCIQ_874419,,,,,25.0,2523.0,252321.0,252321.0,direct,1.0,Construction Materials,,Cement,"Portland cement, aluminous cement, slag cement, supersulfate cement and similar hydraulic cements, whether or not colored or in the form of clinkers:",,0.9,"Port of Portland, Portland, Oregon",West Coast,,"All Other South Korea Ports, South Korea",,,,,,,KR-WEST,False,Small,20251206,20251206_214446,20251206,20251206_214446,2024,hs_based,
DMNANRDCPK030701,2024-08-18,,Sesco Cement Corp.,,,,Saudi Cement Co.,,,,DMNA - Dampskibsselskabet Norden Aktieselskab,"INTEGRITY CUSTOMS BROKERAGE
2900 NORTH LOOP WEST FWY, SUITE 800, HOUSTON TX77092 US","Houston, Houston, Texas","Ad Dammam, Saudi Arabia",NORD CHESAPEAKE,70,,1 BLK, ,46165000.0,46165.0,46165 ET,,256157.0,15102010,Construction Materials,Classified: 2523.21,"PORTLAND CEMENT IN BULK (46, 165. 00 MT)",Panjiva-US_Imports-all-results_1_to_3906_of_3906-2025-10-21-15-39_processed.csv,others,,,,,,,,,,,,,,,,SAUDI CEMENT,Saudi Cement Company,,exact,1.0,UPSPCIQ_6084420,SESCO CEMENT,Sesco Cement Corp.,Southwest Region,exact,1.0,UPSPCIQ_555199289,,,,,25.0,2523.0,252321.0,252321.0,direct,1.0,Construction Materials,,Cement,"Portland cement, aluminous cement, slag cement, supersulfate cement and similar hydraulic cements, whether or not colored or in the form of clinkers:",,0.9,"Houston, Houston, Texas",Gulf,,"Ad Dammam, Saudi Arabia",,,,,,,SA-GULF,False,Large,20251206,20251206_214446,20251206,20251206_214446,2024,hs_based,
WBCP00088165,2024-08-16,,Cemex Construction Materials,,,,Cemex Espana Operaciones,,,,WBCP - Western Bulk Carriers As,"CEMEX INC
10100 KATY FREEWAY, SUITE 300, HOUSTON TX 77043","Port Of Entry-West Palm Beach, West Palm Beach, Florida","Alcanar, Spain",C TIGER,1,9583706.0,1 BLK, ,16633814.0,16633.81,16633814 ET,,1.0,15102010,Construction Materials,Classified: 2523.21,PORTLAND CEMENT IN BULK,Panjiva-US_Imports-all-results_1_to_3906_of_3906-2025-10-21-15-39_processed.csv,others,,,,,,,,,,,,,,,,"CEMEX, B.","Cemex, S.A.B. De C.V.",5032,parent_keyword,0.85,UPSPCIQ_404061,"CEMEX, B.","Cemex, S.A.B. De C.V.",Southeast Region,exact,1.0,UPSPCIQ_404061,,,,,25.0,2523.0,252321.0,252321.0,direct,1.0,Construction Materials,,Cement,"Portland cement, aluminous cement, slag cement, supersulfate cement and similar hydraulic cements, whether or not colored or in the form of clinkers:",,0.9,"Port Of Entry-West Palm Beach, West Palm Beach, Florida",,,"Alcanar, Spain",,,,,,,SP-US,False,Large,20251206,20251206_214446,20251206,20251206_214446,2024,hs_based,
CSSLBAHA24036,2024-08-16,,Martin Marietta Aggregates,,,,Bahama Rock Ltd.,,,,CSSL - The Csl Group Inc,,"Tampa, Florida","Freeport, Grand Bahama I, Bahamas",BAHAMA SPIRIT,24036,,1 BLK, CF,43000000.0,43000.0,43000000 KG,,1.0,15102010,Construction Materials,Classified: 6802.91,LIMESTONE,Panjiva-US_Imports-all-results_1_to_3906_of_3906-2025-10-21-15-39_processed.csv,others,,,,,,,,,,,,,,,,BAHAMA ROCK,,,exact,1.0,NAME_BAHAMAROCK,MARTIN MARIETTA AGGREGATES,,Southeast Region,exact,1.0,NAME_MARTINMARIETTAAGGREGATES,,,,,68.0,6802.0,680291.0,680291.0,direct,1.0,Construction Materials,,Stone,"Worked monumental or building stone (except slate) and articles thereof, other than goods of heading 6801; mosaic cubes and the like, of natural stone (including slate), whether or not on a backing; artificially colored granules, chippings and powder, of natural stone (including slate):",,0.9,"Tampa, Florida",Gulf,,"Freeport, Grand Bahama I, Bahamas",,,,,,,BA-GULF,False,Large,20251206,20251206_214446,20251206,20251206_214446,2024,hs_based,Gulf
LDCSXTGIMI240501,2024-08-16,,,,,,,,,,LDCS - Louis Dreyfus Company Freight Asia Pte Ltd,,"The Port of Charleston, Charleston, South Carolina","Hon Gai, Vietnam",WISTERIA,15,9919565.0,7483 PCS, ,15000000.0,15000.0,15000 ET,,1000.0,15102010,Construction Materials,Classified: 6810.99,"14, 966. 00 MT OF CEMENT TYPE I/II LOW ALKALI I IN 2MT BIG BAGS WITH INNER LINER",Panjiva-US_Imports-all-results_1_to_3906_of_3906-2025-10-21-15-39_processed.csv,others,,,,,,,,,,,,,,,,,,,unmatched,0.0,,,,,unmatched,0.0,,,,,,68.0,6810.0,681099.0,681099.0,direct,1.0,Construction Materials,,Cement,"Articles of cement, of concrete or of artificial stone, whether or not reinforced:",,0.9,"The Port of Charleston, Charleston, South Carolina",East Coast,,"Hon Gai, Vietnam",,,,,,,VI-EAST,False,Large,20251206,20251206_214446,20251206,20251206_214446,2024,hs_based,
SMTHSAWIN281901,2024-08-16,,Argos Usa,,,,Zona Franca Argos S.A.S.,,,,SMTH - Smt Shipping (Cyprus) Ltd,,"Georgia Ports Authority, Savannah, Georgia","Cartagena, Colombia",WINTERSET,T2819,,1 BLK, ,8649293.0,8649.29,8649293 KG,,250512.0,15102010,Construction Materials,Classified: 2523.21,GREY PORTLAND CEMENT TYPE I/II ASTM C-150,Panjiva-US_Imports-all-results_1_to_3906_of_3906-2025-10-21-15-39_processed.csv,others,,,,,,,,,,,,,,,,GRUPO ARGOS,Grupo Argos S.A.,"3241, 3272, 5039",exact,1.0,UPSPCIQ_878225,ARGOS USA,,South Central Region,exact,1.0,NAME_ARGOSUSA,,,,,25.0,2523.0,252321.0,252321.0,direct,1.0,Construction Materials,,Cement,"Portland cement, aluminous cement, slag cement, supersulfate cement and similar hydraulic cements, whether or not colored or in the form of clinkers:",,0.9,"Georgia Ports Authority, Savannah, Georgia",East Coast,,"Cartagena, Colombia",,,,,,,CO-EAST,False,Medium,20251206,20251206_214446,20251206,20251206_214446,2024,hs_based,
SMTHSAWIN281902,2024-08-16,,Argos Usa,,,,Zona Franca Argos S.A.S.,,,,SMTH - Smt Shipping (Cyprus) Ltd,,"Georgia Ports Authority, Savannah, Georgia","Cartagena, Colombia",WINTERSET,T2819,,1 BLK, ,5.0,0.01,5 KG,,250512.0,15102010,Construction Materials,Classified: 2523.21,01 SAMPLE OF GREY PORTLAND CEMENT TYPE I/II ASTM C-150 WITHOUT COMMERCIAL VALUE,Panjiva-US_Imports-all-results_1_to_3906_of_3906-2025-10-21-15-39_processed.csv,others,,,,,,,,,,,,,,,,GRUPO ARGOS,Grupo Argos S.A.,"3241, 3272, 5039",exact,1.0,UPSPCIQ_878225,ARGOS USA,,South Central Region,exact,1.0,NAME_ARGOSUSA,,,,,25.0,2523.0,252321.0,252321.0,direct,1.0,Construction Materials,,Cement,"Portland cement, aluminous cement, slag cement, supersulfate cement and similar hydraulic cements, whether or not colored or in the form of clinkers:",,0.9,"Georgia Ports Authority, Savannah, Georgia",East Coast,,"Cartagena, Colombia",,,,,,,CO-EAST,False,Small,20251206,20251206_214446,20251206,20251206_214446,2024,hs_based,
WBCP00088167,2024-08-16,,Cemex Construction Materials,,,,Cemex Espana Operaciones,,,,WBCP - Western Bulk Carriers As,"CEMEX INC
10100 KATY FREEWAY, SUITE 300, HOUSTON TX 77043","Port Of Entry-West Palm Beach, West Palm Beach, Florida","Alcanar, Spain",C TIGER,1,9583706.0,1 BLK, ,8999999.0,9000.0,9000000 ET,,1.0,15102010,Construction Materials,Classified: 2523.21,PORTLAND CEMENT IN BULK,Panjiva-US_Imports-all-results_1_to_3906_of_3906-2025-10-21-15-39_processed.csv,others,,,,,,,,,,,,,,,,"CEMEX, B.","Cemex, S.A.B. De C.V.",5032,parent_keyword,0.85,UPSPCIQ_404061,"CEMEX, B.","Cemex, S.A.B. De C.V.",Southeast Region,exact,1.0,UPSPCIQ_404061,,,,,25.0,2523.0,252321.0,252321.0,direct,1.0,Construction Materials,,Cement,"Portland cement, aluminous cement, slag cement, supersulfate cement and similar hydraulic cements, whether or not colored or in the form of clinkers:",,0.9,"Port Of Entry-West Palm Beach, West Palm Beach, Florida",,,"Alcanar, Spain",,,,,,,SP-US,False,Medium,20251206,20251206_214446,20251206,20251206_214446,2024,hs_based,
OMIW025916,2024-08-15,,Ash Grove Cement Co.,,,,Lafarge Texada Quarrying,,,,OMIW - Olson Marine Inc,"GEORGE S. BUSH &AMP; CO., INC.
5331 S MACADAM AVE, STE 370, PORTLAND, OR, US, 97239, TE503-228-6501","Port of Portland, Portland, Oregon","Beale Cove, Bc, Canada",YELLOW CEDAR,25916,,1 BLK, ,8400000.0,8400.0,8400000 KG,,1.0,15102010,Construction Materials,Classified: 6802.91,BULK LIMESTONE,Panjiva-US_Imports-all-results_1_to_3906_of_3906-2025-10-21-15-39_processed.csv,others,,,,,,,,,,,,,,,,LAFARGE TEXADA QUARRYING,,,exact,1.0,NAME_LAFARGETEXADAQUARRYING,,,,unmatched,0.0,,,,,,68.0,6802.0,680291.0,680291.0,direct,1.0,Construction Materials,,Stone,"Worked monumental or building stone (except slate) and articles thereof, other than goods of heading 6801; mosaic cubes and the like, of natural stone (including slate), whether or not on a backing; artificially colored granules, chippings and powder, of natural stone (including slate):",,0.9,"Port of Portland, Portland, Oregon",West Coast,,"Beale Cove, Bc, Canada",,,,,,,CA-WEST,False,Medium,20251206,20251206_214446,20251206,20251206_214446,2024,hs_based,
SFFVSCPUNO406001,2024-08-15,,Calucem Inc.,,,,Calucem D.O.O.,,,,SFFV - Spliethoff Transport B V,"Geo. Wm. Rueff. Inc.
416 Common Street, New Orleans LA US 70130","Port of New Orleans, New Orleans, Louisiana","Pola, Croatia",SCHELDEGRACHT,2406,9202510.0,3336 BAG, ,5015676.0,5015.68,5015676 K,,1.0,30202010,Agricultural Products,Classified: 0802.11,Big Bags Cement BIG BAGS CA CEMENT,Panjiva-US_Imports-all-results_1_to_3906_of_3906-2025-10-21-15-39_processed.csv,others,,,,,,,,,,,,,,,,"CEMENTOS MOLINS,","Cementos Molins, S.A.",,exact,1.0,UPSPCIQ_879158,"CEMENTOS MOLINS,","Cementos Molins, S.A.",South Central Region,exact,1.0,UPSPCIQ_879158,,,,,8.0,802.0,80211.0,80211.0,direct,1.0,Agricultural,Vegetable Products,,,,0.6,"Port of New Orleans, New Orleans, Louisiana",Gulf,,"Pola, Croatia",,,,,,,CR-GULF,False,Medium,20251206,20251206_214446,20251206,20251206_214446,2024,hs2_chapter,
ULTH000001,2024-08-15,,Crc Rota Sanayi Ve Dis,,,,Crc Rota Sanayi Ve Dis Tic Ltd. Sti.,,,,ULTH - Ultrabulk,"TO ORDER CRC ROTA SANAYI VE DIS
TIC LTD, MANSUROGLU MAHALLESI 1593, 1 SOKAK, NO32 D21 INCE MEMED PLAZA, BAYRAKLI, IZMIR, TETR","Port Canaveral, Port Canaveral, Florida","Adalia, Turkey",WU YI HAI,002,9488217.0,18399 PCS, CM,31296700.0,31296.7,31296700 K,,7847.0,15102010,Construction Materials,Classified: 2523.21,PORTLAND CEMENT,Panjiva-US_Imports-all-results_1_to_3906_of_3906-2025-10-21-15-39_processed.csv,others,,,,,,,,,,,,,,,,CRC ROTA SANAYI VE DIS TIC . STI,,,exact,1.0,NAME_CRCROTASANAYIVEDISTICSTI,CRC ROTA SANAYI VE DIS,,Southeast Region,exact,1.0,NAME_CRCROTASANAYIVEDIS,,,,,25.0,2523.0,252321.0,252321.0,direct,1.0,Construction Materials,,Cement,"Portland cement, aluminous cement, slag cement, supersulfate cement and similar hydraulic cements, whether or not colored or in the form of clinkers:",,0.9,"Port Canaveral, Port Canaveral, Florida",,,"Adalia, Turkey",,,,,,,TU-US,False,Large,20251206,20251206_214446,20251206,20251206_214446,2024,hs_based,
ULTHMRPC24141701,2024-08-15,,Cimsa Americas Cement Mfg.,,,,Cimsa Cimento Sanayi Ve Ticaret A.S,,,,ULTH - Ultrabulk,"CEMENT IT INC
2455 EAST SUNRISE  BOULEVARD, SUITE 1103, FORT LAUDERDALEFL 33304, TEUS","Port Canaveral, Port Canaveral, Florida","Adana, Turkey",WU YI HAI,002,9488217.0,5467 BAG, CM,8200500.0,8200.5,8200500 K,,7847.0,15102010,Construction Materials,Classified: 2523.21,GRAY PORTLAND CEMENT,Panjiva-US_Imports-all-results_1_to_3906_of_3906-2025-10-21-15-39_processed.csv,others,,,,,,,,,,,,,,,,CIMSA CIMENTO SANAYI VE TICARET A.S,,"3241, 3271, 3272",exact,1.0,NAME_CIMSACIMENTOSANAYIVETICARETAS,,,,unmatched,0.0,,,,,,25.0,2523.0,252321.0,252321.0,direct,1.0,Construction Materials,,Cement,"Portland cement, aluminous cement, slag cement, supersulfate cement and similar hydraulic cements, whether or not colored or in the form of clinkers:",,0.9,"Port Canaveral, Port Canaveral, Florida",,,"Adana, Turkey",,,,,,,TU-US,False,Medium,20251206,20251206_214446,20251206,20251206_214446,2024,hs_based,
ULTH241528000001,2024-08-15,,On Site Concrete Solutions,,,,Cemtech Global Muhendislik As,,,,ULTH - Ultrabulk,"ON SITE CONCRETE SOLUTIONS LLC
880 LAWRENCE ROAD, SUITE 188 KEMAH, HOUSTONTX 77565, TEUS","Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","Izmir, Turkey",YASA MARS,001,9848120.0,1 BLK, CM,38670000.0,38670.0,38670000 K,,7826.0,15102010,Construction Materials,Classified: 6802.99,"38, 670 MT LIMESTONE AGGREGATE",Panjiva-US_Imports-all-results_1_to_3906_of_3906-2025-10-21-15-39_processed.csv,others,,,,,,,,,,,,,,,,CEMTECH GLOBAL MUHENDISLIK,,,exact,1.0,NAME_CEMTECHGLOBALMUHENDISLIK,ON SITE CONCRETE SOLUTIONS,"On Site Concrete Solutions, Llc",South Central Region,exact,1.0,UPSPCIQ_1859026388,,,,,68.0,6802.0,680299.0,680299.0,direct,1.0,Construction Materials,,Stone,"Worked monumental or building stone (except slate) and articles thereof, other than goods of heading 6801; mosaic cubes and the like, of natural stone (including slate), whether or not on a backing; artificially colored granules, chippings and powder, of natural stone (including slate):",,0.9,"Baton Rouge (BTR) Airport, Baton Rouge, Louisiana",,,"Izmir, Turkey",,,,,,,TU-US,False,Large,20251206,20251206_214446,20251206,20251206_214446,2024,hs_based,
ULTH241528000002,2024-08-15,,On Site Concrete Solutions,,,,Cemtech Global Muhendislik As,,,,ULTH - Ultrabulk,"ON SITE CONCRETE SOLUTIONS LLC
880 LAWRENCE ROAD, SUITE 188 KEMAH, HOUSTONTX 77565, TEUS","Baton Rouge (BTR) Airport, Baton Rouge, Louisiana","All Other Turkey Mediterranean Region Ports, Turkey",YASA MARS,001,9848120.0,1 BLK, CM,20930000.0,20930.0,20930000 K,,7826.0,15102010,Construction Materials,Classified: 6802.99,"20, 930 MT LIMESTONE AGGREGATE",Panjiva-US_Imports-all-results_1_to_3906_of_3906-2025-10-21-15-39_processed.csv,others,,,,,,,,,,,,,,,,CEMTECH GLOBAL MUHENDISLIK,,,exact,1.0,NAME_CEMTECHGLOBALMUHENDISLIK,ON SITE CONCRETE SOLUTIONS,"On Site Concrete Solutions, Llc",South Central Region,exact,1.0,UPSPCIQ_1859026388,,,,,68.0,6802.0,680299.0,680299.0,direct,1.0,Construction Materials,,Stone,"Worked monumental or building stone (except slate) and articles thereof, other than goods of heading 6801; mosaic cubes and the like, of natural stone (including slate), whether or not on a backing; artificially colored granules, chippings and powder, of natural stone (including slate):",,0.9,"Baton Rouge (BTR) Airport, Baton Rouge, Louisiana",,,"All Other Turkey Mediterranean Region Ports, Turkey",,,,,,,TU-US,False,Large,20251206,20251206_214446,20251206,20251206_214446,2024,hs_based,
DMNAROMETRAD0901,2024-08-10,,The Essex Cement Co. Llc,,,,Titan Cement Company S.A.,,,,DMNA - Dampskibsselskabet Norden Aktieselskab,"ESSEX CEMENT CO LLC
BUILDING 182, CALCUTTA STR, PORT NEWARK NJ07114 US","New York/Newark Area, Newark, New Jersey","Elefsis, Greece",ROME TRADER,09,,1 BLK, ,41420000.0,41420.0,41420 ET,,247272.0,15102010,Construction Materials,Classified: 2523.21,"PORTLAND CEMENT TYPE IL CONFORMING WITH THE REQUIREMENTS OF ASTM C595 (41, 420. 000 METRIC TONS)",Panjiva-US_Imports-all-results_1_to_3906_of_3906-2025-10-21-15-39_processed.csv,others,,,,,,,,,,,,,,,,TITAN,Titan S.A.,"3241, 3255",exact,1.0,UPSPCIQ_874331,THE ESSEX CEMENT,,New York Region,exact,1.0,NAME_THEESSEXCEMENT,,,,,25.0,2523.0,252321.0,252321.0,direct,1.0,Construction Materials,,Cement,"Portland cement, aluminous cement, slag cement, supersulfate cement and similar hydraulic cements, whether or not colored or in the form of clinkers:",,0.9,"New York/Newark Area, Newark, New Jersey",East Coast,,"Elefsis, Greece",,,,,,,GR-EAST,False,Large,20251206,20251206_214446,20251206,20251206_214446,2024,hs_based,
WETB025917,2024-08-10,,Hm Northwest Cement Co.,,,,,,,,WETB - Western Towboat Company,,"Port of Seattle, Seattle, Washington","Vancouver, BC, Canada",PACIFIC SOUNDER,25917,,1 BLK, ,6350000.0,6350.0,6350000 KG,,1.0,15102010,Construction Materials,Classified: 6810.99,BULK CEMENT,Panjiva-US_Imports-all-results_1_to_3906_of_3906-2025-10-21-15-39_processed.csv,others,,,,,,,,,,,,,,,,,,,unmatched,0.0,,HM NORTHWEST CEMENT,,Pacific Region,exact,1.0,NAME_HMNORTHWESTCEMENT,,,,,68.0,6810.0,681099.0,681099.0,direct,1.0,Construction Materials,,Cement,"Articles of cement, of concrete or of artificial stone, whether or not reinforced:",,0.9,"Port of Seattle, Seattle, Washington",West Coast,,"Vancouver, BC, Canada",,,,,,,CA-WEST,False,Medium,20251206,20251206_214446,20251206,20251206_214446,2024,hs_based,
PXBCAHBUSH316301,2024-08-09,,Sesco Cement Corp.,,,,Cleopatra Industries For Building,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,"INTEGRITY CUSTOMS BROKERAGE 2900
NORTH LOOP WEST FWY, SUITE 800,, HOUSTON TX 77092 - USA PHONE: 281., 319.0270  IMPORTS@INTEGRITYCHB.COM","Houston, Houston, Texas","Abu Kir Bay, Egypt",BUBBA BOOSH,01,9674218.0,1 BLK, ,8947000.0,8947.0,8947 ET,,1.0,15102010,Construction Materials,Classified: 2523.21,WHITE MASONRY CEMENT C91 IN BULK,Panjiva-US_Imports-all-results_1_to_3906_of_3906-2025-10-21-15-39_processed.csv,others,,,,,,,,,,,,,,,,CLEOPATRA INDUSTRIES FOR BUILDING,,,exact,1.0,NAME_CLEOPATRAINDUSTRIESFORBUILDING,SESCO CEMENT,Sesco Cement Corp.,Southwest Region,exact,1.0,UPSPCIQ_555199289,,,,,25.0,2523.0,252321.0,252321.0,direct,1.0,Construction Materials,,Cement,"Portland cement, aluminous cement, slag cement, supersulfate cement and similar hydraulic cements, whether or not colored or in the form of clinkers:",,0.9,"Houston, Houston, Texas",Gulf,,"Abu Kir Bay, Egypt",,,,,,,EG-GULF,False,Medium,20251206,20251206_214446,20251206,20251206_214446,2024,hs_based,
PXBCAHBUSH316302,2024-08-09,,Sesco Cement Corp.,,,,Royal El Minya Cement Co.,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,"INTEGRITY CUSTOMS BROKERAGE 2900
NORTH LOOP WEST FWY, SUITE 800,, HOUSTON TX 77092 - USA PHONE: 281., 319.0270  IMPORTS@INTEGRITYCHB.COM","Houston, Houston, Texas","Abu Kir Bay, Egypt",BUBBA BOOSH,01,9674218.0,1 BLK, ,8769000.0,8769.0,8769 ET,,1.0,15102010,Construction Materials,Classified: 6802.91,WHITE POOL CEMENT IN BULK,Panjiva-US_Imports-all-results_1_to_3906_of_3906-2025-10-21-15-39_processed.csv,others,,,,,,,,,,,,,,,,ROYAL EL MINYA CEMENT,Royal El Minya Cement Company,,exact,1.0,UPSPCIQ_274485065,SESCO CEMENT,Sesco Cement Corp.,Southwest Region,exact,1.0,UPSPCIQ_555199289,,,,,68.0,6802.0,680291.0,680291.0,direct,1.0,Construction Materials,,Stone,"Worked monumental or building stone (except slate) and articles thereof, other than goods of heading 6801; mosaic cubes and the like, of natural stone (including slate), whether or not on a backing; artificially colored granules, chippings and powder, of natural stone (including slate):",,0.9,"Houston, Houston, Texas",Gulf,,"Abu Kir Bay, Egypt",,,,,,,EG-GULF,False,Medium,20251206,20251206_214446,20251206,20251206_214446,2024,hs_based,
PXBCAHBUSH316303,2024-08-09,,Sesco Cement Corp.,,,,Amreyah Cement Co.,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,"INTEGRITY CUSTOMS BROKERAGE 2900
NORTH LOOP WEST FWY, SUITE 800,, HOUSTON TX 77092 - USA PHONE: 281., 319.0270  IMPORTS@INTEGRITYCHB.COM","Houston, Houston, Texas","Abu Kir Bay, Egypt",BUBBA BOOSH,01,9674218.0,1 BLK, ,8999000.0,8999.0,8999 ET,,1.0,15102010,Construction Materials,Classified: 2523.21,WHITE MASONRY CEMENT C91 IN BULK,Panjiva-US_Imports-all-results_1_to_3906_of_3906-2025-10-21-15-39_processed.csv,others,,,,,,,,,,,,,,,,AMREYAH CEMENT,,,exact,1.0,NAME_AMREYAHCEMENT,SESCO CEMENT,Sesco Cement Corp.,Southwest Region,exact,1.0,UPSPCIQ_555199289,,,,,25.0,2523.0,252321.0,252321.0,direct,1.0,Construction Materials,,Cement,"Portland cement, aluminous cement, slag cement, supersulfate cement and similar hydraulic cements, whether or not colored or in the form of clinkers:",,0.9,"Houston, Houston, Texas",Gulf,,"Abu Kir Bay, Egypt",,,,,,,EG-GULF,False,Medium,20251206,20251206_214446,20251206,20251206_214446,2024,hs_based,
PXBCAHBUSH316304,2024-08-09,,Sesco Cement Corp.,,,,Amreyah Cement Co.,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,"INTEGRITY CUSTOMS BROKERAGE 2900
NORTH LOOP WEST FWY, SUITE 800,, HOUSTON TX 77092 - USA PHONE: 281., 319.0270  IMPORTS@INTEGRITYCHB.COM","Houston, Houston, Texas","Abu Kir Bay, Egypt",BUBBA BOOSH,01,9674218.0,1 BLK, ,8998000.0,8998.0,8998 ET,,1.0,,,Classified: 9999.99,GREY CEMENT TYPE 1 IN BULK,Panjiva-US_Imports-all-results_1_to_3906_of_3906-2025-10-21-15-39_processed.csv,others,,,,,,,,,,,,,,,,AMREYAH CEMENT,,,exact,1.0,NAME_AMREYAHCEMENT,SESCO CEMENT,Sesco Cement Corp.,Southwest Region,exact,1.0,UPSPCIQ_555199289,,,,,99.0,9999.0,999999.0,999999.0,direct,1.0,General Cargo,,General Cargo,Services provided by extraterritorial organizations and bodies,,0.9,"Houston, Houston, Texas",Gulf,,"Abu Kir Bay, Egypt",,,,,,,EG-GULF,False,Medium,20251206,20251206_214446,20251206,20251206_214446,2024,hs_based,
PXBCAHBUSH316305,2024-08-09,,Sesco Cement Corp.,,,,Cleopatra Industries For Building,,,,PXBC - Phoenix Bulk Carriers (U S) Corp,"INTEGRITY CUSTOMS BROKERAGE 2900
NORTH LOOP WEST FWY, SUITE 800,, HOUSTON TX 77092 - USA PHONE: 281., 319.0270  IMPORTS@INTEGRITYCHB.COM","Houston, Houston, Texas","Abu Kir Bay, Egypt",BUBBA BOOSH,01,9674218.0,1756 BAG, ,2414000.0,2414.0,2414 ET,,1.0,15102010,Construction Materials,Classified: 2523.21,WHITE MASONRY CEMENT C91 PACKED IN JUMBO BAGS,Panjiva-US_Imports-all-results_1_to_3906_of_3906-2025-10-21-15-39_processed.csv,others,,,,,,,,,,,,,,,,CLEOPATRA INDUSTRIES FOR BUILDING,,,exact,1.0,NAME_CLEOPATRAINDUSTRIESFORBUILDING,SESCO CEMENT,Sesco Cement Corp.,Southwest Region,exact,1.0,UPSPCIQ_555199289,,,,,25.0,2523.0,252321.0,252321.0,direct,1.0,Construction Materials,,Cement,"Portland cement, aluminous cement, slag cement, supersulfate cement and similar hydraulic cements, whether or not colored or in the form of clinkers:",,0.9,"Houston, Houston, Texas",Gulf,,"Abu Kir Bay, Egypt",,,,,,,EG-GULF,False,Medium,20251206,20251206_214446,20251206,20251206_214446,2024,hs_based,
