Bill of Lading Number,Shipment Date,Matching Fields,Shipper,Shipper Address,Shipper City,Shipper State/Region,Shipper Postal Code,Shipper Country,Shipper Full Address,Shipper Email 1,Shipper Email 2,Shipper Email 3,Shipper Phone 1,Shipper Phone 2,Shipper Phone 3,Shipper Fax,Shipper Website 1,Shipper Website 2,Shipper Profile,Shipper SPCIQ ID,Shipper MI Key,Shipper D-U-N-S®,Shipper Industry,Shipper Revenue,Shipper Employees,Shipper Market Capitalization,Shipper Incorporation Year,Shipper Trade Roles,Shipper SIC Codes,Shipper Stock Tickers,Shipper (Original Format),Shipper Global HQ,Shipper Global HQ Address,Shipper Global HQ D-U-N-S®,Shipper Domestic HQ,Shipper Domestic HQ Address,Shipper Domestic HQ D-U-N-S®,Shipper Ultimate Parent,Shipper Ultimate Parent Website,Shipper Ultimate Parent Headquarters Address,Shipper Ultimate Parent Profile,Shipper Ultimate Parent SPCIQ ID,Shipper Ultimate Parent MI Key,Shipper Ultimate Parent Stock Tickers,Carrier,Shipment Destination,Port of Lading,Port of Lading Region,Port of Lading Country,Port of Unlading,Port of Unlading Region,Port of Unlading Country,Place of Receipt,Vessel,Vessel Country,Vessel SCAC,Transport Flight Code,Is Containerized,Volume (TEU),Item Quantity,Weight (kg),Weight (t),Weight (Original Format),Value of Goods (USD),Equipment Type,Equipment Dimensions,Industry - GICS,Industry - GICS Description,Container Number,HS Code,Goods Shipped,Container Quantities,Divided/LCL
PEVGSC000404,2023-10-10,,Seacor Island Lines,1300 Eller Drive,Fort Lauderdale,Florida,33316-4216,,"1300 Eller Drive, Fort Lauderdale Florida 33316-4216, United States",,,,,,,,,,https://panjiva.com/Seacor-Island-Lines/133102386,30690158.0,7468917.0,,Marine,,150.0,,1990.0,"Manufacturer, Wholesale",,,Seacor Island Lines,,,,,,,King Ocean Services Ltd.,www.kingocean.com,"13155 NW 19th Lane, Sweetwater Florida 33182, United States",https://panjiva.com/King-Ocean-Services-Ltd/65362029,585973458.0,11260458.0,,SILJ - Seacor Island Lines,Bahamas,"Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",Southeast Region,United States,"Great Stirrup Cay, Bahamas",Caribbean,Bahamas,PT EVERGLADES,EMERALD EXPRESS,Antigua & Barbuda,SILJ - Seacor Island Lines,1735S,,,1,1240.0,1.24,1.24,8200.0,,,25201020,Home Furnishings,,9403,1 BX ALTERNATOR DIESEL POWER & INJEC NO EEI 30.37 A 1 BD DRYWALL INVOICE ATTACHED 1 BD TRIM INVOICE ATTACHED 1 BD BUILDING MATERIAL INVOICE ATTACHED 1 BX HARDWARE INVOICE ATTACHED 1 BD LUMBER DIESEL POWER & INJEC DECLARED VALUE PREPAID PROHIBITED. NON NEGOTIABLE ARE WERE EXPORTED FROM THE UNITED STATES IN ACCORDANCE WITH EXPORT ADMINISTRATION REGULATI SUBJECT TO EXTRA FREIGHT FREIGHT & CHARGES COLLECT FREIGHT PAYABLE AT BY IN WITNESS WHERE OF THE MASTER OF AGEN BEING ACCOMPLISHED THE OTHER S TO STA AFFIRMED TO BILL OF LADING ALL OF THIS DATED AT PORT EVERGLADES FL US BY NAME OF AGENT PER FOR THE MASTER PAGE. 1 TERMS OF BI NO EEI 30.37 A D R COMMENTS SHIPPED PER CNEE S RISK INVOICE ATTACHED 1 BD PVC PIPES 1 BX CEMENT HARDWARE RYAN HERCO INVOICE NOEEI SEC 30.37 A SHIPPED PER CNEE S RISK X UN 1993 PROPER SHIPPING NAME FLAMMABLE LIQUID N.O.S. CLASS 3 PKG. GROUP II FLASH PT. 14.4 EMS 3 07 EMERGENCY 1800 255 3924 PKGS. 1 BX WEIGHT 5 KG VISIT LINK FOR TERMS AND CONDITIONS HTTPS SEACORISLANDLINES.COM POLICIES TERMS CONDITIONS 8 DECLARED VALUE PREPAID PROHIBITED. NON NEGOTIABLE ARE WERE EXPORTED FROM THE UNITED STATES IN ACCORDANCE WITH EXPORT ADMINISTRATION REGULATI SUBJECT TO EXTRA FREIGHT FREIGHT & CHARGES COLLECT FREIGHT PAYABLE AT BY IN WITNESS WHERE OF THE MASTER OF AGEN BEING ACCOMPLISHED THE OTHER S TO STA AFFIRMED TO BILL OF LADING ALL OF THIS DATED AT PORT EVERGLADES FL US BY NAME OF AGENT PER FOR THE MASTER PAGE. 3 TERMS OF BI,,
89161,2023-10-09,,Trico International,101 N Summit St,Tenafly,New Jersey,07670-1036,,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",,,,+1 941 747 9021,,,,,,https://panjiva.com/Trico-International/7671798,1945032877.0,135554787.0,,Distributors,337107.0,27.0,,1981.0,,5032,,Trico International,,,,,,,Trico International Inc.,www.tricointernational.com,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",https://panjiva.com/Trico-International-Inc/226174008,1945032877.0,135554787.0,,UASC,Bahamas,"Port Of Entry-West Palm Beach, West Palm Beach, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,W PALM BCH,DUKE OF TOPSAIL,St Kitts & Nevis,,891,,,28,42590.0,42.59,42.59,6800.0,,,15102010,Construction Materials,,2523,CONCRETE MIX & CEMENT,,
89246,2023-10-09,,Trico International,101 N Summit St,Tenafly,New Jersey,07670-1036,,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",,,,+1 941 747 9021,,,,,,https://panjiva.com/Trico-International/7671798,1945032877.0,135554787.0,,Distributors,337107.0,27.0,,1981.0,,5032,,Trico International,,,,,,,Trico International Inc.,www.tricointernational.com,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",https://panjiva.com/Trico-International-Inc/226174008,1945032877.0,135554787.0,,UASC,Bahamas,"Port Of Entry-West Palm Beach, West Palm Beach, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,W PALM BCH,DUKE OF TOPSAIL,St Kitts & Nevis,,V0892,,,14,20570.0,20.57,20.57,3700.0,,,15102010,Construction Materials,,2523.90,PORTLAND CEMENT,,
89068,2023-10-02,,Trico International,101 N Summit St,Tenafly,New Jersey,07670-1036,,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",,,,+1 941 747 9021,,,,,,https://panjiva.com/Trico-International/7671798,1945032877.0,135554787.0,,Distributors,337107.0,27.0,,1981.0,,5032,,Trico International,,,,,,,Trico International Inc.,www.tricointernational.com,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",https://panjiva.com/Trico-International-Inc/226174008,1945032877.0,135554787.0,,UASC,Bahamas,"Port Of Entry-West Palm Beach, West Palm Beach, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,W PALM BCH,DUKE OF TOPSAIL,St Kitts & Nevis,,890,,,28,41140.0,41.14,41.14,7400.0,,,15102010,Construction Materials,,2523.90,PORTLAND CEMENT,,
89054,2023-10-02,,Trico International,101 N Summit St,Tenafly,New Jersey,07670-1036,,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",,,,+1 941 747 9021,,,,,,https://panjiva.com/Trico-International/7671798,1945032877.0,135554787.0,,Distributors,337107.0,27.0,,1981.0,,5032,,Trico International,,,,,,,Trico International Inc.,www.tricointernational.com,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",https://panjiva.com/Trico-International-Inc/226174008,1945032877.0,135554787.0,,UASC,Bahamas,"Port Of Entry-West Palm Beach, West Palm Beach, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,W PALM BCH,DUKE OF TOPSAIL,St Kitts & Nevis,,890,,,30,43870.0,43.87,43.87,7900.0,,,15102010,Construction Materials,,2523.90,PORTLAND CEMENT,,
88143,2023-07-31,,Trico International,101 N Summit St,Tenafly,New Jersey,07670-1036,,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",,,,+1 941 747 9021,,,,,,https://panjiva.com/Trico-International/7671798,1945032877.0,135554787.0,,Distributors,337107.0,27.0,,1981.0,,5032,,Trico International,,,,,,,Trico International Inc.,www.tricointernational.com,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",https://panjiva.com/Trico-International-Inc/226174008,1945032877.0,135554787.0,,UASC,Bahamas,"Port Of Entry-West Palm Beach, West Palm Beach, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,W PALM BCH,DUKE OF TOPSAIL,St Kitts & Nevis,,881,,,60,82270.0,82.27,82.27,12300.0,,,15102010,Construction Materials,,2523.90,PORTLAND CEMENT,,
10081997,2023-07-26,,Meridian Lines,301 Penhorn Avenue,Secaucus,New Jersey,07094,United States,"301 Penhorn Ave #4, Secaucus, NJ 07094, USA",,,,,,,,,,https://panjiva.com/Meridian-Lines/132993495,,,,,,,,,Wholesale,,,Meridian Lines,,,,,,,,,,,,,,TRKU - Turkon Container Transportation & Shipping,Turkey,"New York, New York",New York Region,United States,"All Other Turkey Mediterranean Region Ports, Turkey",Western Asia,Turkey,NEW YORK,MAX SCHULTE,Singapore,TRKU - Turkon Container Transportation & Shipping,AE1TK,,,35,8060.0,8.06,8.06,135000.0,,,"10102030, 15101010, 15104010, 20104010, 20106020, 25101010, 25201050, 30302010","Oil & Gas Refining & Marketing, Commodity Chemicals, Aluminum, Electrical Components & Equipment, Industrial Machinery, Auto Parts & Equipment, Housewares & Specialties, Personal Products",,3401.11; 8505.11; 3921.13; 7318.15; 2710.19; 8505.11; 8708; 3924.10; 7601.10; 7009.10; 8505.11; 8708.29; 8505.11,MOUTHWASH TOOTHPASTE; MAGNET ASSEMBLIES; FOAM CHAMBERS; PULL BOX SCREWS; DIESEL FUEL COMPONENTS; MAGNET W CRARIER; AUTO PARTS; KITCHEN EQPT; ALUMINUM ALLOY BARS; REAR VIEW MIRRORS FOR VEHICLES; MAGNET ASSEMBLIES; REINFORCEMENT BRACKETS; MAGNET ASSEMBLIES,; ; ; ; ; ; ; ; ; ; ; ; ,
88044,2023-07-24,,Trico International,101 N Summit St,Tenafly,New Jersey,07670-1036,,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",,,,+1 941 747 9021,,,,,,https://panjiva.com/Trico-International/7671798,1945032877.0,135554787.0,,Distributors,337107.0,27.0,,1981.0,,5032,,Trico International,,,,,,,Trico International Inc.,www.tricointernational.com,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",https://panjiva.com/Trico-International-Inc/226174008,1945032877.0,135554787.0,,UASC,Bahamas,"Port Of Entry-West Palm Beach, West Palm Beach, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,W PALM BCH,DUKE OF TOPSAIL,St Kitts & Nevis,,V0880,,,14,18240.0,18.24,18.24,2400.0,,,15102010,Construction Materials,,2523,MASONARY CEMENT,,
88049,2023-07-24,,Trico International,101 N Summit St,Tenafly,New Jersey,07670-1036,,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",,,,+1 941 747 9021,,,,,,https://panjiva.com/Trico-International/7671798,1945032877.0,135554787.0,,Distributors,337107.0,27.0,,1981.0,,5032,,Trico International,,,,,,,Trico International Inc.,www.tricointernational.com,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",https://panjiva.com/Trico-International-Inc/226174008,1945032877.0,135554787.0,,UASC,Bahamas,"Port Of Entry-West Palm Beach, West Palm Beach, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,W PALM BCH,DUKE OF TOPSAIL,St Kitts & Nevis,,V0880,,,11,20260.0,20.26,20.26,2800.0,,,15102010,Construction Materials,,2523.90,PORTLAND CEMENT,,
7686631A,2023-07-21,,Caricom Freight Consolidators,14735 Northwest 25th Court,Opa-locka,Florida,33054,United States,"14735 NW 25th Ct 330 54, Opa-locka, FL 33054, USA",,,,,,,,,,https://panjiva.com/Caricom-Freight-Consolidators/133144462,,,,,,,,,Logistics,,,Caricom Freight Consolidators,,,,,,,,,,,,,,SMLU - Seaboard Marine Ltd,Jamaica,"Port Of Entry-Miami Seaport, Miami, Florida",Southeast Region,United States,"Kingston, Jamaica",Caribbean,Jamaica,MIAMI,AS SAVANNA,Portugal (Mar),SMLU - Seaboard Marine Ltd,00094,,,1,12700.0,12.7,12.7,263000.0,,,20106010,Construction Machinery & Heavy Trucks,,8704,1997 PETERBILT CEMENT TRUCK S N 1NPAL90X4VD435027 IMP LIC,,
7686638A,2023-07-21,,Caricom Freight Consolidators,14735 Northwest 25th Court,Opa-locka,Florida,33054,United States,"14735 NW 25th Ct 330 54, Opa-locka, FL 33054, USA",,,,,,,,,,https://panjiva.com/Caricom-Freight-Consolidators/133144462,,,,,,,,,Logistics,,,Caricom Freight Consolidators,,,,,,,,,,,,,,SMLU - Seaboard Marine Ltd,Jamaica,"Port Of Entry-Miami Seaport, Miami, Florida",Southeast Region,United States,"Kingston, Jamaica",Caribbean,Jamaica,MIAMI,AS SAVANNA,Portugal (Mar),SMLU - Seaboard Marine Ltd,00094,,,1,12700.0,12.7,12.7,99400.0,,,25202010,Leisure Products,,9503.00,1996 MACK CEMENT TRUCK S N 1M2B221C9TM019436 IMP LIC,,
SMLU7686638A,2023-07-21,,Caricom Freight Consolidators,14735 Northwest 25th Court,Opa-locka,Florida,33054,United States,"14735 Northwest 25th Court, Opa-locka, FL 33054, USA",,,,+1 305 687 1677,,,+1 305 687 2260,,,https://panjiva.com/Caricom-Freight-Consolidators/1391206,,,,,852747.0,8.0,,1994.0,Logistics,4731,,Caricom Freight Con Solidat,,,,,,,,,,,,,,SMLU - Seaboard Marine Ltd,Jamaica,"Port Of Entry-Miami Seaport, Miami, Florida",Southeast Region,United States,"Kingston, Jamaica",Caribbean,Jamaica,,As Savanna,,SMLU - Seaboard Marine Ltd,,,,See 'Container Quantities' column,12700.8,12.7008,12700.8 kg,124000.0,,,25202010,Leisure Products,,Classified: 9503.00,"1 1996 MACK CEMENT T
RUCK
S/N# 1M2B221C9TM019436
IMP LIC#
2B221C9TM019436", ,
ZIMUSJU0038728,2023-07-18,,S.O.S. Logistics,,,,,,1055 MARGINAL KENNEDY-SUITE 407 EDIF. ILA,,,,,,,,,,https://panjiva.com/S-O-S-Logistics/146689835,,,,,,,,,Logistics,,,S.O.S. Logistics,,,,,,,,,,,,,,ZIMU - Zim Integrated Shipping Services Ltd,,"San Juan, San Juan, Puerto Rico",Southeast Region,United States,"Kingston, Jamaica",Caribbean,Jamaica,,Pacific Trader,,ZIMU - Zim Integrated Shipping Services Ltd,91W-E,,,18 PKG,25218.828587260003,25.218828587260003,55598 LB,149000.0,,"L: unknown
H: unknown
W: unknown",15101010,Commodity Chemicals,,Classified: 3824.99,"CEMENT ADDITIVES  (NON HAZARDOUS)  CONT. TAREWEIGHT 3,900 KGS SHIPPER CERTIFIED VGM 25,219 KGS  AES ITN#: X20230711748283  FREIGHT PREPAID BY S.O.S. LOGISTICS IN SAN JUAN, PR  EXPRESS RELEASE AT DESTINATION",,
PEVAUC000136,2023-07-07,,Global Cement Products,4000 Pinemont Drive,Houston,Texas,77018,,"4000 Pinemont Drive, Houston Texas 77018, United States",,,,,,,,,,https://panjiva.com/Global-Cement-Products/133026776,99358382.0,7563430.0,,Construction Materials,,30.0,,1964.0,,,,Global Cement Products,,,,,,,Cemix Group,www.cemix.com,Mexico,https://panjiva.com/CEMIX-GROUP/59290975,424694096.0,8394664.0,,SILJ - Seacor Island Lines,Bahamas,"Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",Southeast Region,United States,"All Other Bahamas Ports, Bahamas",Caribbean,Bahamas,PT EVERGLADES,GRAND EXPRESS,Antigua & Barbuda,SILJ - Seacor Island Lines,315S,,,1,1242850.0,1242.85,1242.85,174000.0,,,15102010,Construction Materials,,2523.90,16 PL 3060 SAND 16 PL SAND BAGS 16 PL SAND BAGS 16 PL BULK SAND BAGS 16 PL BULK SAND BAGS 16 PL BULK SAND BAGS 16 PL BULK SAND BAGS 16 PL BULK SAND BAGS 16 PL BULK SAND BAGS 16 PL BULK SAND BAGS 16 PL BULK SAND BAGS DECLARED VALUE PREPAID PROHIBITED. NON NEGOTIABLE ARE WERE EXPORTED FROM THE UNITED STATES IN ACCORDANCE WITH EXPORT ADMINISTRATION REGULATI SUBJECT TO EXTRA FREIGHT FREIGHT & CHARGES COLLECT FREIGHT PAYABLE AT BY IN WITNESS WHERE OF  THE MASTER OF AGEN BEING ACCOMPLISHED  THE OTHER S  TO STA AFFIRMED TO BILL OF LADING  ALL OF THIS . DATED AT PORT EVERGLADES  FL  US BY  NAME OF AGENT  PER  FOR THE MASTER  PAGE. 1 TERMS OF BI 16 PL BULK SAND BAGS 16 PL BULK SAND BAGS 16 PL BULK BAGS OF ROCKS 16 PL BULK BAGS OF ROCKS 16 PL SAND BAGS 16 PL SAND BAGS 16 PL SAND & CEMENT 16 PL PORTLAND CEMENT 16 PL CEMENT & SANDS 16 PL BULK BAGS OF ROCKS DECLARED VALUE PREPAID PROHIBITED. NON NEGOTIABLE ARE WERE EXPORTED FROM THE UNITED STATES IN ACCORDANCE WITH EXPORT ADMINISTRATION REGULATI SUBJECT TO EXTRA FREIGHT FREIGHT & CHARGES COLLECT FREIGHT PAYABLE AT BY IN WITNESS WHERE OF  THE MASTER OF AGEN BEING ACCOMPLISHED  THE OTHER S  TO STA AFFIRMED TO BILL OF LADING  ALL OF THIS . DATED AT PORT EVERGLADES  FL  US BY  NAME OF AGENT  PER  FOR THE MASTER  PAGE. 2 TERMS OF BI 16 PL BULK BAGS OF ROCKS 16 PL BULK BAGS OF ROCKS 16 PL ROCKS & CEMENT 16 PL ROCKS & CEMENT 16 PL BULK BAGS OF ROCKS 16 PL BULK BAGS OF ROCKS 16 PL BULK BAGS OF ROCKS 16 PL BULK BAGS OF ROCKS 16 PL BULK BAGS OF ROCKS 16 PL BULK BAGS OF ROCKS 16 PL BULK BAGS OF ROCKS DECLARED VALUE PREPAID PROHIBITED. NON NEGOTIABLE ARE WERE EXPORTED FROM THE UNITED STATES IN ACCORDANCE WITH EXPORT ADMINISTRATION REGULATI SUBJECT TO EXTRA FREIGHT FREIGHT & CHARGES COLLECT FREIGHT PAYABLE AT BY IN WITNESS WHERE OF  THE MASTER OF AGEN BEING ACCOMPLISHED  THE OTHER S  TO STA AFFIRMED TO BILL OF LADING  ALL OF THIS . DATED AT PORT EVERGLADES  FL  US BY  NAME OF AGENT  PER  FOR THE MASTER  PAGE. 3 TERMS OF BI 16 PL BULK BAGS OF,,
PEVNBI007526,2023-07-07,,Seacor Island Lines,1300 Eller Drive,Fort Lauderdale,Florida,33316-4216,,"1300 Eller Drive, Fort Lauderdale Florida 33316-4216, United States",,,,,,,,,,https://panjiva.com/Seacor-Island-Lines/133102386,30690158.0,7468917.0,,Marine,,150.0,,1990.0,"Manufacturer, Wholesale",,,Seacor Island Lines,,,,,,,King Ocean Services Ltd.,www.kingocean.com,"13155 NW 19th Lane, Sweetwater Florida 33182, United States",https://panjiva.com/King-Ocean-Services-Ltd/65362029,585973458.0,11260458.0,,SILJ - Seacor Island Lines,Bahamas,"Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",Southeast Region,United States,"Bimini Island, Bahamas",Caribbean,Bahamas,PT EVERGLADES,VI-NAIS,Vanuatu,SILJ - Seacor Island Lines,457S,,,1,3170.0,3.17,3.17,410.0,,,15102010,Construction Materials,,2523,1 UN 1983WHITEREGAL BOATTRAILER BILL OF SALE ATTACHED AES ITN X20230706468631 SHIPPED AT CONSIGNEE RISK,,
OTUS12A,2023-07-06,,Tauber Petrochemical,,,,,,United States,,,,,,,,,,https://panjiva.com/Tauber-Petrochemical/132902063,6463172.0,8412131.0,,"Oil, Gas and Consumable Fuels",,50.0,,,,,,Tauber Petrochemical,,,,,,,"Tauber Oil Company, Inc.",tauberoil.com,"55 Waugh Drive, Suite 700, Houston Texas 77007, United States",https://panjiva.com/Tauber-Oil-Company-Inc/54255887,4161998.0,4115434.0,,OTUS - Odfjell Tankers As,South Africa,"Houston, Houston, Texas",Southwest Region,United States,"Durban, South Africa",Southern Africa,South Africa,HOUSTON,BOW ELM,Norway (Nis),OTUS - Odfjell Tankers As,3,,,6983,750000.0,750.0,750.0,593000.0,,,15102010,Construction Materials,,2520.20,HEXANE INDUSTRIAL,,
OTUS12B,2023-07-06,,Tauber Petrochemical,,,,,,United States,,,,,,,,,,https://panjiva.com/Tauber-Petrochemical/132902063,6463172.0,8412131.0,,"Oil, Gas and Consumable Fuels",,50.0,,,,,,Tauber Petrochemical,,,,,,,"Tauber Oil Company, Inc.",tauberoil.com,"55 Waugh Drive, Suite 700, Houston Texas 77007, United States",https://panjiva.com/Tauber-Oil-Company-Inc/54255887,4161998.0,4115434.0,,OTUS - Odfjell Tankers As,South Africa,"Houston, Houston, Texas",Southwest Region,United States,"Durban, South Africa",Southern Africa,South Africa,HOUSTON,BOW ELM,Norway (Nis),OTUS - Odfjell Tankers As,3,,,10705,1150000.0,1150.0,1150.0,909000.0,,,15102010,Construction Materials,,2520.20,HEXANE INDUSTRIAL,,
641,2023-07-03,,Dsv Air And Sea,100 Walnut Avenue Suite 405,Clark,New Jersey,07066,,"100 Walnut Avenue, Suite 405, Clark New Jersey 07066, United States",,,,,,,,,,https://panjiva.com/Dsv-Air-And-Sea/161879771,4247343.0,4068100.0,,Air Freight and Logistics,,60000.0,,1980.0,Logistics,,,Dsv Air And Sea,,,,,,,Dsv A/S,www.dsv.com,"Hovedgaden 630, Hedehusene Capital Region of Denmark 2640, Denmark",https://panjiva.com/DSV-A-S/55474685,878704.0,4163305.0,"OTCPK:DSDV.Y, CPSE:DSV",,,"Wilmington, Wilmington, North Carolina",Southeast Region,United States,,,,WILMINGTON NC,MATSON MAGNOLIA,Cyprus,,11,,,20,20400.0,20.4,20.4,68800.0,,,15101010,Commodity Chemicals,,2530.90,PYRAX RG 140,,
87761,2023-07-03,,Trico International,101 N Summit St,Tenafly,New Jersey,07670-1036,,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",,,,+1 941 747 9021,,,,,,https://panjiva.com/Trico-International/7671798,1945032877.0,135554787.0,,Distributors,337107.0,27.0,,1981.0,,5032,,Trico International,,,,,,,Trico International Inc.,www.tricointernational.com,"101 N Summit St, Tenafly New Jersey 07670-1036, United States",https://panjiva.com/Trico-International-Inc/226174008,1945032877.0,135554787.0,,UASC,Bahamas,"Port Of Entry-West Palm Beach, West Palm Beach, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,W PALM BCH,DUKE OF TOPSAIL,St Kitts & Nevis,,877,,,11,38730.0,38.73,38.73,5400.0,,,15102010,Construction Materials,,2523.90,PORTLAND CEMENT,,
87739,2023-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Order,,,,,,,,,,,,,,UASC,Bahamas,"Port Of Entry-West Palm Beach, West Palm Beach, Florida",Southeast Region,United States,"Coco Cay, Bahamas",Caribbean,Bahamas,W PALM BCH,DUKE OF TOPSAIL,St Kitts & Nevis,,877,,,1,0.0,0.0,0,58.0,,,15101050,Specialty Chemicals,,3506.91,UN1133 ADHESIVES PIPE CEMENT,,
OOLU2725312900,2023-09-30,,Ao & Aoc Freight Corporation,419 N Oak St,Inglewood,California,90302-3314,,"419 N Oak St, Inglewood California 90302-3314, United States",,,,+1 310 419 8833,,,,,,https://panjiva.com/Ao-Aoc-Freight-Corporation/69421697,51839437.0,8143181.0,92692748.0,Air Freight and Logistics,4801734.0,50.0,,1978.0,"Manufacturer, Logistics","4412, 4731",,Ao & Aoc Freight Corporation,Ao & Aoc Freight Corporation (Lax),"419 N Oak St, Inglewood California 90302-3314, United States",,Ao & Aoc Freight Corporation (Lax),"419 N Oak St, Inglewood California 90302-3314, United States",92692748.0,Ao & Aoc Freight Corporation,www.aofreight.com,"419 N Oak St, Inglewood California 90302-3314, United States",https://panjiva.com/Ao-Aoc-Freight-Corporation/55193067,51839437.0,8143181.0,,OOLU - Orient Overseas Container Line Ltd,,"New York/Newark Area, Newark, New Jersey",New York Region,United States,"Shanghai, China",Eastern Asia,China,,Ever Fame,,OOLU - Orient Overseas Container Line Ltd,016W-E,,,1 PC,3802.0,3.802,3802 KG,66800.0,,"L: unknown
H: unknown
W: unknown",20104010,Electrical Components & Equipment,,Classified: 8539.52,SURFACE MOUNT CHIP PLACEMENT MACHIN,,
OOLU2725095030,2023-09-30,,Sgl Express Line,18850 8th Ave S,Seattle,Washington,98148,United States,"18850 8th Ave S, Seattle, WA 98148, USA",,,,,,,,,,https://panjiva.com/Sgl-Express-Line/124895598,,,,,,,,,"Manufacturer, Logistics",,,Sgl Express Line,,,,,,,,,,,,,,OOLU - Orient Overseas Container Line Ltd,,"Port of Virginia, Norfolk, Virginia",Southeast Region,United States,"Singapore, Singapore",South-Eastern Asia,Singapore,,Gottfried Schulte,,OOLU - Orient Overseas Container Line Ltd,020W-E,,,600 PA,15059.0,15.059,15059 KG,27600.0,,"L: unknown
H: unknown
W: unknown",15102010,Construction Materials,,Classified: 6810.99,CEMENT,,
PEVHIS010600,2023-09-29,,Tropical Logistix Management,464 Ceil Court,Nokomis,Florida,34275,United States,"464 Ceil Ct, Nokomis, FL 34275, USA",,,,,,,,,,https://panjiva.com/Tropical-Logistix-Management/132921384,,,,,,,,,"Manufacturer, Logistics",,,Tropical Logistix Management,,,,,,,,,,,,,,SILJ - Seacor Island Lines,Bahamas,"Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida",Southeast Region,United States,"All Other Bahamas Ports, Bahamas",Caribbean,Bahamas,PT EVERGLADES,SEA EXPRESS II,Antigua & Barbuda,SILJ - Seacor Island Lines,1146S,,,1,4020.0,4.02,4.02,2200.0,,,15102010,Construction Materials,,6810.11,4 PL CEMENT BLOCKS 270 TROPICAL LOGISTIX NOEEI 30.37 A,,
1,2023-09-27,,Martin Products Sales,Three Riverway Suite 1250,Houston,Texas,77056,,"Three Riverway, Suite 1250, Houston Texas 77056, United States",,,,,,,,,,https://panjiva.com/Martin-Products-Sales/132929016,4222707.0,4114803.0,,"Oil, Gas and Consumable Fuels",,206.0,,2002.0,,,,Martin Product Sales,,,,,,,Martin Resource Management Corporation,www.themartincompanies.com,"4200 B Stone Road, Kilgore Texas 75662, United States",https://panjiva.com/Martin-Resource-Management-Corporation/55184355,31154.0,4173287.0,,CSPA - Clearlake Shipping Pte Ltd,Honduras,"Port of South Louisiana, St. Rose, Louisiana",South Central Region,United States,"Puerto Cortes, Honduras",Central America,Honduras,ST ROSE,JIN ZHOU WAN,PEOPLES,CSPA - Clearlake Shipping Pte Ltd,01678,,,462000,1796100.0,1796.1,1796.1,287000.0,,,15102010,Construction Materials,,2523,ASPHALT CEMENT AC30,,
2,2023-09-27,,Martin Products Sales,Three Riverway Suite 1250,Houston,Texas,77056,,"Three Riverway, Suite 1250, Houston Texas 77056, United States",,,,,,,,,,https://panjiva.com/Martin-Products-Sales/132929016,4222707.0,4114803.0,,"Oil, Gas and Consumable Fuels",,206.0,,2002.0,,,,Martin Product Sales,,,,,,,Martin Resource Management Corporation,www.themartincompanies.com,"4200 B Stone Road, Kilgore Texas 75662, United States",https://panjiva.com/Martin-Resource-Management-Corporation/55184355,31154.0,4173287.0,,CSPA - Clearlake Shipping Pte Ltd,Honduras,"Port of South Louisiana, St. Rose, Louisiana",South Central Region,United States,"Puerto Cortes, Honduras",Central America,Honduras,ST ROSE,JIN ZHOU WAN,PEOPLES,CSPA - Clearlake Shipping Pte Ltd,01678,,,1637986,6364390.0,6364.39,6364.39,1018000.0,,,15102010,Construction Materials,,2523,ASPHALT CEMENT AC30,,
